,cluster0,,,,cluster1,,,,cluster2,,,,cluster3,,,,cluster4,,,,cluster5,,,,cluster6,,,,cluster7,,,
date,n,senti,pos_n,neg_n,n,senti,pos_n,neg_n,n,senti,pos_n,neg_n,n,senti,pos_n,neg_n,n,senti,pos_n,neg_n,n,senti,pos_n,neg_n,n,senti,pos_n,neg_n,n,senti,pos_n,neg_n
2014-12-26,31,2.743,2.368,1.000,9,2.016,3.000,1.000,10,2.376,4.000,2.000,6,1.873,0.000,0.000,0,0.000,0.000,0.000,2,0.000,0.000,0.000,4,0.979,1.368,1.000,8,-0.373,0.000,0.000
2014-12-27,29,4.693,4.368,1.000,20,2.924,2.000,0.000,37,7.406,6.050,1.000,6,0.948,1.000,0.000,4,0.326,1.000,0.000,3,2.713,1.000,0.000,9,-3.105,0.000,3.000,18,0.321,2.000,1.000
2014-12-28,38,3.735,4.135,1.000,19,-3.480,2.050,2.050,38,1.486,3.000,2.002,41,4.739,7.000,2.000,4,-0.568,0.000,0.000,21,-0.370,2.000,1.000,6,1.910,2.000,0.000,20,-3.321,0.000,1.000
2014-12-29,37,3.245,5.007,1.000,21,2.715,4.000,2.050,20,7.758,5.050,0.000,16,2.092,4.000,2.000,10,3.988,2.000,0.000,93,2.493,12.368,7.000,6,-1.497,0.007,1.000,12,2.438,4.000,2.000
2014-12-30,29,1.670,0.007,0.000,22,0.466,2.135,1.000,15,-2.691,2.000,3.135,11,-1.894,1.000,2.000,3,-0.284,0.000,0.000,8,0.951,0.000,0.000,6,0.793,1.000,0.000,4,2.393,1.000,0.000
2014-12-31,24,1.914,2.000,1.000,42,-1.753,1.299,2.199,22,-1.552,2.370,4.000,14,0.496,2.000,2.000,4,1.332,1.000,0.000,4,-0.284,0.000,0.000,6,1.693,2.000,0.000,9,-1.893,0.000,1.000
2015-01-01,42,4.937,5.368,1.000,19,-2.828,1.000,2.000,41,-3.362,3.368,5.007,21,5.657,5.135,0.000,7,-0.591,2.000,1.135,6,3.366,2.000,0.000,14,2.393,1.025,0.004,7,0.787,1.000,0.000
2015-01-02,30,5.595,4.386,0.000,5,0.493,0.000,0.000,12,4.505,3.050,0.000,5,0.078,0.000,0.000,4,1.732,1.000,0.135,8,1.424,1.000,0.000,7,2.972,1.000,0.004,13,-1.109,1.000,1.135
2015-01-03,27,-0.053,2.000,1.000,16,0.796,3.007,1.000,27,-2.948,3.000,3.000,40,2.907,6.000,4.000,10,-2.617,0.000,0.000,16,3.278,2.000,0.000,9,-1.697,1.001,1.000,5,1.112,1.000,0.000
2015-01-04,34,7.092,4.050,0.000,36,-3.598,2.000,3.000,41,-7.311,2.000,5.018,24,-0.656,4.000,5.007,7,2.871,2.000,0.000,88,7.718,17.135,7.000,19,1.491,2.018,1.004,9,2.006,1.000,0.000
2015-01-05,27,-0.304,1.000,1.000,61,-10.172,2.000,9.149,20,-1.430,1.000,2.000,8,-2.072,0.002,0.000,3,-0.796,0.000,0.000,1,0.000,0.000,0.000,7,-0.700,0.000,0.074,5,0.180,0.000,0.000
2015-01-06,30,-0.294,1.007,0.050,73,-11.772,1.285,4.423,57,-2.572,0.000,1.000,2,-0.328,0.000,0.000,2,0.625,0.000,0.000,1,-0.000,0.000,0.000,10,0.112,0.368,0.000,5,0.864,1.000,0.000
2015-01-07,29,-0.107,2.368,3.368,49,5.965,5.057,3.368,32,-4.075,0.406,2.018,12,2.143,1.000,0.000,1,-0.235,0.000,0.000,2,-0.142,0.000,0.000,8,3.017,1.000,0.000,6,1.918,1.050,0.000
2015-01-08,37,4.165,4.528,2.050,55,-3.071,5.321,7.136,35,-2.789,2.000,3.000,57,2.583,7.786,3.013,1,0.000,0.000,0.000,1,-0.000,0.000,0.000,13,-1.349,0.786,1.011,6,-0.007,0.000,0.000
2015-01-09,32,-0.064,2.368,0.000,55,5.311,4.000,1.000,65,-2.643,3.418,4.000,17,-7.019,0.000,3.000,0,0.000,0.000,0.000,5,0.337,1.000,1.000,17,2.402,3.135,2.004,8,4.008,1.000,0.000
2015-01-10,31,1.316,3.368,2.100,65,4.983,6.368,1.000,56,8.418,6.786,2.000,21,-1.056,2.000,2.018,2,2.873,1.000,0.000,2,-0.284,0.000,0.000,17,-0.420,2.008,2.010,6,-0.147,0.000,0.000
2015-01-11,24,-1.918,2.000,1.000,79,2.353,5.438,5.000,50,-1.097,4.000,3.142,24,3.130,3.000,1.000,1,-0.781,0.000,0.000,5,-0.142,0.000,0.000,9,-2.784,0.000,2.000,11,0.765,1.368,0.000
2015-01-12,39,-0.888,2.026,4.000,64,-6.804,3.020,7.381,29,-0.765,1.188,1.050,21,-4.067,0.321,2.274,4,1.367,0.000,0.000,2,-0.142,0.000,0.000,14,3.135,1.135,0.000,9,0.110,1.000,0.135
2015-01-13,50,2.899,4.386,2.000,83,4.973,7.357,3.172,48,4.236,3.000,0.271,23,2.114,1.000,0.002,6,-0.985,1.000,1.135,3,-1.193,0.000,1.000,7,2.901,1.000,0.027,5,3.584,2.135,0.007
2015-01-14,40,5.133,3.001,0.050,46,8.127,6.135,2.050,49,2.896,2.000,2.000,38,8.900,7.000,1.368,4,0.049,0.000,0.000,1,-0.142,0.000,0.000,8,-2.066,0.000,1.001,6,1.356,1.000,0.000
2015-01-15,49,-7.385,2.001,3.050,62,-8.017,2.203,5.517,56,4.956,5.000,0.018,22,-1.946,1.007,1.000,1,-0.142,0.000,0.000,3,-0.352,0.000,0.000,16,-2.418,1.050,1.000,7,3.934,3.000,0.135
2015-01-16,35,-3.485,1.137,2.000,48,3.781,6.503,2.000,29,-2.111,1.188,2.000,15,1.374,1.000,0.000,9,1.633,2.000,1.000,2,-0.000,0.000,0.000,18,-0.505,1.000,0.553,6,-0.028,0.000,0.000
2015-01-17,41,2.331,0.928,1.000,66,3.608,6.000,3.000,32,0.775,2.050,1.368,23,-1.497,3.000,3.000,2,2.678,2.000,0.000,4,0.128,0.368,0.000,12,2.555,1.050,0.000,19,-2.133,3.000,4.000
2015-01-18,44,2.323,4.138,1.002,49,-6.733,4.025,7.368,41,2.710,5.373,2.051,38,3.246,6.000,6.000,1,-0.142,0.000,0.000,2,0.337,0.000,0.000,13,1.288,1.368,1.000,12,1.297,2.050,0.018
2015-01-19,41,-6.790,1.019,4.135,44,6.193,3.217,2.185,23,4.174,4.050,1.135,19,-0.088,2.000,2.000,4,-0.284,0.000,0.000,0,0.000,0.000,0.000,8,1.513,2.000,0.010,7,-0.093,0.000,0.000
2015-01-20,32,-2.296,2.057,3.000,53,-0.607,3.736,2.503,30,4.115,2.185,1.000,18,-2.080,0.000,1.135,2,-0.019,0.000,0.000,3,-0.569,0.000,0.000,8,3.107,2.000,0.001,2,-0.011,0.000,0.000
2015-01-21,57,-0.800,3.000,2.368,81,-5.952,2.037,6.786,34,2.204,2.000,0.000,30,6.154,3.000,2.001,2,-0.284,0.000,0.000,5,-0.000,0.000,0.000,6,-3.221,0.000,1.010,3,-0.902,0.000,0.000
2015-01-22,48,-3.963,3.387,4.000,66,-2.057,6.571,6.000,18,-2.824,0.000,1.000,48,5.490,7.407,5.368,4,-1.264,0.000,0.503,2,-0.142,0.000,0.000,14,0.815,4.000,2.549,1,-0.142,0.000,0.000
2015-01-23,59,6.154,4.053,0.000,53,-1.022,3.135,1.368,86,3.204,3.021,1.000,18,-3.568,1.000,2.368,1,-0.142,0.000,0.000,1,-0.000,0.000,0.000,14,0.169,0.000,0.000,6,2.293,0.000,0.000
2015-01-24,49,6.516,7.001,2.185,56,-1.401,5.386,5.000,39,9.080,8.368,2.000,16,-2.004,1.019,1.000,3,1.161,1.000,0.000,6,1.809,1.368,0.000,9,1.297,2.007,1.000,4,-1.186,0.000,1.000
2015-01-25,54,11.092,5.007,0.000,61,-5.780,1.018,2.185,44,6.254,8.018,3.000,15,-3.824,0.000,2.135,1,-0.142,0.000,0.000,1,-0.142,0.000,0.000,12,1.517,1.000,1.202,2,-1.861,0.000,1.000
2015-01-26,52,-7.507,5.323,6.000,87,11.875,8.248,1.260,16,2.515,2.050,0.018,20,1.700,2.135,1.002,5,2.840,1.000,0.000,1,-0.000,0.000,0.000,8,-3.215,1.000,2.000,4,1.347,2.000,0.368
2015-01-27,45,-1.324,2.050,2.001,52,3.674,6.000,3.368,20,0.654,1.203,1.424,40,5.176,6.000,3.000,3,0.504,0.000,0.000,1,-0.249,0.000,0.000,11,0.606,1.000,1.000,2,0.004,0.000,0.000
2015-01-28,60,-0.986,2.007,2.002,55,3.509,5.154,3.050,33,-1.755,3.002,4.000,53,2.122,8.122,6.000,2,-0.000,0.000,0.000,3,0.191,0.000,0.000,13,-1.914,0.000,0.004,4,-0.087,0.000,0.368
2015-01-29,40,0.230,0.641,0.050,79,1.306,5.135,3.525,57,3.951,1.050,0.000,24,0.680,2.135,1.368,4,-0.785,0.000,0.000,3,1.175,1.000,0.000,10,-0.102,1.018,1.000,1,-0.003,0.000,0.000
2015-01-30,54,-8.147,1.100,4.003,53,4.540,8.000,1.242,39,3.557,3.368,1.411,34,4.341,2.000,0.369,2,-0.142,0.000,0.000,4,-0.284,0.000,0.000,4,0.082,0.055,0.000,10,0.323,0.000,0.000
2015-01-31,48,-0.679,1.001,0.000,83,-2.322,5.160,4.007,41,4.277,1.007,0.001,25,-1.573,1.018,1.368,3,1.960,1.000,0.000,8,1.310,1.000,1.000,15,-3.180,0.424,1.000,9,3.859,2.000,0.000
2015-02-01,36,7.633,4.000,1.005,59,5.242,5.418,2.002,54,7.966,7.050,3.135,48,9.021,10.135,3.000,1,0.788,0.000,0.000,3,-0.000,0.000,0.000,15,-5.096,1.001,4.000,11,3.869,1.368,0.000
2015-02-02,57,-10.604,1.106,5.001,137,-14.226,14.167,14.645,44,-0.427,1.468,1.000,40,0.719,4.204,2.002,8,-0.863,0.736,1.000,3,0.372,0.000,0.000,14,0.775,1.018,0.000,1,-0.142,0.000,0.000
2015-02-03,52,0.422,3.000,3.000,73,3.286,7.436,5.368,44,0.293,3.368,1.135,24,-2.373,2.000,3.000,1,-0.000,0.000,0.000,0,0.000,0.000,0.000,7,-1.773,0.000,1.000,1,-0.003,0.000,0.000
2015-02-04,52,-9.770,1.000,4.135,73,-1.210,3.000,4.003,25,1.799,2.018,0.000,25,0.886,2.271,1.159,4,0.039,0.000,0.000,0,0.000,0.000,0.000,16,-0.457,1.000,2.276,4,0.434,0.000,0.000
2015-02-05,39,0.349,3.050,2.000,57,-0.497,4.386,2.368,27,3.708,3.086,1.001,24,-7.022,1.000,4.000,5,-0.248,0.000,0.000,5,-0.235,0.000,0.000,8,1.191,0.000,0.000,1,1.928,1.000,0.000
2015-02-06,43,9.115,5.051,0.000,77,-5.782,1.462,2.050,66,11.594,5.368,0.135,51,8.881,7.037,3.000,7,-0.938,1.000,1.000,3,-0.142,0.000,0.000,7,3.146,1.000,0.000,3,0.331,0.000,0.000
2015-02-07,50,1.395,4.018,1.000,74,8.321,9.571,6.418,106,-5.503,5.804,8.504,44,13.810,11.185,2.002,1,-0.142,0.000,0.000,3,1.470,1.000,0.000,13,5.241,2.007,0.011,6,1.154,1.368,0.000
2015-02-08,51,-0.205,3.185,4.000,71,1.256,9.135,5.136,79,-1.077,5.420,4.000,62,17.940,15.135,3.000,6,-2.436,0.000,1.000,2,-0.707,0.000,0.000,11,0.394,0.018,0.000,7,3.478,1.368,0.000
2015-02-09,58,-3.598,3.050,2.368,122,-0.391,16.050,12.645,31,2.764,3.055,1.000,51,-2.611,1.001,2.368,8,-0.289,0.000,1.000,1,-0.000,0.000,0.000,11,-2.059,0.018,1.000,3,-0.341,0.000,0.000
2015-02-10,59,1.389,4.000,2.368,83,5.395,5.007,3.100,37,0.408,0.000,0.000,35,-2.316,3.503,2.921,0,0.000,0.000,0.000,5,-2.298,0.000,1.000,5,1.472,1.000,0.000,7,-0.698,0.000,0.000
2015-02-11,56,5.597,4.001,0.000,117,4.639,6.347,1.075,27,2.525,2.050,0.000,22,2.192,3.135,0.135,5,-1.279,0.000,1.000,18,-0.689,2.368,3.000,4,1.519,1.000,0.000,6,1.055,0.368,0.000
2015-02-12,79,-3.311,5.050,3.050,87,-11.719,6.136,9.418,48,0.415,0.406,0.000,30,8.700,8.050,1.000,8,5.411,3.000,0.000,6,2.055,1.000,0.000,9,-1.865,1.000,2.000,3,0.390,0.000,0.000
2015-02-13,80,-2.792,4.370,4.001,58,4.265,2.271,2.000,36,-3.038,1.025,2.000,32,1.932,2.528,0.000,2,-0.142,0.000,0.000,0,0.000,0.000,0.000,14,3.621,2.000,0.000,4,-0.568,0.000,0.000
2015-02-14,69,3.086,5.449,2.000,73,-0.226,4.242,3.050,54,-3.248,5.050,4.154,29,2.852,3.000,0.000,4,0.660,1.000,0.000,1,1.086,1.000,0.000,14,1.389,1.007,0.027,11,-1.630,0.368,1.135
2015-02-15,63,-3.995,5.023,3.736,71,20.247,14.000,3.000,37,8.172,5.368,2.000,20,6.185,4.000,0.135,5,1.542,0.368,0.000,3,-0.142,0.000,0.000,12,1.450,0.368,0.000,7,2.514,2.050,0.000
2015-02-16,74,2.022,3.369,0.368,68,-1.087,4.736,5.018,26,0.322,2.003,1.368,36,3.355,4.057,3.050,2,1.165,1.000,0.000,5,2.596,1.000,0.000,12,4.364,3.018,0.004,5,0.659,0.000,0.018
2015-02-17,68,2.510,2.136,2.000,85,7.038,4.321,2.387,13,3.882,2.001,0.000,29,-3.224,0.443,3.000,5,-0.294,0.000,0.000,0,0.000,0.000,0.000,7,0.629,1.000,0.000,2,0.082,0.000,0.000
2015-02-18,69,-8.894,2.368,4.000,84,-10.979,4.370,10.050,30,3.651,2.002,1.100,67,-1.413,7.271,8.000,5,-1.204,0.000,1.000,7,1.288,1.000,1.000,8,1.713,1.000,0.000,5,0.519,0.503,0.000
2015-02-19,55,-4.675,1.003,1.370,75,1.322,5.878,5.018,30,0.790,3.002,1.000,30,-2.535,2.418,3.000,4,-0.142,0.000,0.000,2,-0.142,0.000,0.000,6,4.921,2.000,0.000,3,-0.287,0.000,0.000
2015-02-20,83,-1.955,4.425,2.000,59,-4.707,2.007,3.007,24,4.746,5.001,0.050,43,-2.236,5.368,4.000,4,1.743,1.000,0.000,0,0.000,0.000,0.000,8,-1.401,0.000,0.000,11,0.600,0.050,0.000
2015-02-21,130,6.212,9.368,4.007,66,0.444,3.000,4.000,36,3.511,6.000,2.000,35,0.149,3.000,4.000,5,1.488,1.000,0.000,7,1.015,0.000,0.000,9,1.131,1.000,0.000,11,3.998,2.050,0.000
2015-02-22,120,14.355,11.508,5.000,77,-5.541,6.001,9.000,24,2.485,1.000,0.007,40,4.742,3.156,0.002,2,0.536,0.000,0.000,3,1.701,1.000,0.000,9,-1.950,0.000,1.000,11,-1.973,1.000,1.368
2015-02-23,63,-7.005,1.426,2.368,100,-5.372,4.461,6.370,28,-1.824,2.000,3.000,35,0.872,3.743,3.000,6,0.096,0.000,0.000,1,-0.000,0.000,0.000,13,-3.464,0.000,1.549,4,2.790,1.000,0.000
2015-02-24,60,4.488,4.368,0.001,77,-3.102,3.695,5.418,32,2.813,2.000,0.368,25,0.820,1.871,1.000,5,0.489,0.000,0.000,3,-0.426,0.000,0.000,6,-0.996,1.000,1.027,5,-0.539,0.000,0.000
2015-02-25,82,-12.078,4.368,7.000,66,4.458,6.007,3.503,26,3.124,2.000,0.000,34,-12.389,0.018,5.368,12,1.498,2.000,0.000,3,1.055,0.000,0.000,11,1.712,2.000,0.000,8,-2.564,0.000,2.000
2015-02-26,56,5.996,4.522,0.000,86,-3.076,1.050,3.000,27,0.734,0.000,1.000,24,7.546,4.000,2.007,3,-0.707,0.000,0.000,2,-0.142,0.000,0.000,10,3.606,2.050,0.000,7,0.079,0.018,0.000
2015-02-27,51,3.026,5.018,1.000,80,-3.780,3.136,5.387,26,-2.311,1.271,2.007,27,1.900,2.135,1.050,3,0.309,0.000,0.000,2,0.735,0.000,0.000,13,0.421,1.000,0.031,18,-0.102,2.135,2.000
2015-02-28,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-03-01,32,5.829,1.000,0.000,57,-6.108,5.057,6.018,32,-1.365,5.368,4.000,16,3.560,2.000,1.000,4,-0.977,0.000,0.000,1,-0.142,0.000,0.000,6,-1.905,0.000,1.000,11,3.103,2.000,0.000
2015-03-02,40,1.806,1.000,0.135,51,-1.431,2.078,5.154,11,3.594,2.000,0.000,8,-0.039,1.000,1.000,4,-0.142,0.000,0.000,4,0.916,1.000,0.000,8,2.315,1.000,0.031,6,-1.776,0.000,1.018
2015-03-03,35,-2.423,1.002,2.000,46,6.321,4.007,0.000,23,1.826,1.000,1.000,0,0.000,0.000,0.000,10,-0.185,0.000,0.000,2,-0.142,0.000,0.000,10,4.708,2.000,0.000,5,1.343,1.000,0.000
2015-03-04,31,0.382,4.018,2.000,46,-4.093,2.185,2.000,22,2.023,0.000,0.000,3,1.871,1.000,0.000,4,0.824,0.000,0.000,2,-0.142,0.000,0.000,4,-1.865,0.000,1.000,5,1.674,1.000,0.000
2015-03-05,27,4.970,5.000,0.000,46,2.830,4.136,2.018,41,-0.026,2.050,0.000,2,-0.284,0.000,0.000,5,2.113,1.000,0.000,2,-1.062,0.000,1.000,34,7.855,2.000,0.080,1,1.225,1.000,0.000
2015-03-06,53,1.553,1.369,1.007,48,5.042,3.277,1.000,27,1.617,3.368,2.000,4,0.947,0.000,0.000,3,-0.306,0.000,1.000,1,1.523,1.000,0.000,6,1.465,0.018,0.000,10,-0.063,1.000,0.000
2015-03-07,29,-0.228,2.000,1.000,22,2.668,4.000,1.000,27,-0.941,2.000,2.000,4,3.947,1.000,0.000,3,0.277,0.000,0.000,2,-0.036,0.000,0.000,10,-0.319,0.000,1.000,9,4.374,2.000,1.000
2015-03-08,39,0.014,2.370,1.368,13,4.398,4.000,0.000,31,-2.255,2.000,2.050,13,2.844,1.018,1.000,5,-0.572,0.000,0.000,1,-1.261,0.000,1.000,3,-0.149,0.368,0.000,11,-0.509,2.000,1.000
2015-03-09,53,-5.247,2.138,4.050,11,5.933,4.050,1.000,12,4.162,2.018,0.000,18,1.626,2.026,0.000,2,-1.818,0.000,1.000,0,0.000,0.000,0.000,7,-0.257,1.000,1.000,4,0.605,0.000,0.000
2015-03-10,59,0.978,4.136,3.000,27,0.119,2.000,1.018,27,-1.437,1.000,0.000,32,-1.103,3.000,3.000,1,0.000,0.000,0.000,2,-0.774,0.000,0.000,15,-0.239,1.000,0.000,3,0.642,0.000,0.000
2015-03-11,58,-4.438,1.172,5.002,20,3.775,2.000,1.000,36,0.452,3.368,1.057,29,4.121,4.154,1.000,1,-0.142,0.000,0.000,0,0.000,0.000,0.000,8,0.915,1.002,0.000,3,1.155,1.000,0.000
2015-03-12,66,-8.627,3.018,5.000,26,1.069,3.050,2.000,17,-5.019,0.000,2.050,46,2.727,4.368,4.000,4,-0.284,0.000,0.000,2,-0.142,0.000,0.000,10,0.755,1.000,0.000,3,1.278,1.000,0.000
2015-03-13,54,8.396,4.289,0.135,17,-4.677,1.050,3.000,24,4.043,3.000,0.013,57,1.741,4.424,5.000,6,1.161,0.000,0.000,1,1.648,1.000,0.000,3,-0.142,0.000,0.000,8,2.006,2.000,1.000
2015-03-14,110,3.302,11.736,6.369,32,-3.245,2.007,2.000,64,10.198,12.736,5.007,97,25.556,21.013,7.000,13,1.098,1.000,1.368,11,-1.581,0.000,1.000,3,-0.828,0.000,0.000,4,-0.568,0.000,0.000
2015-03-15,89,3.623,8.929,5.050,72,-17.445,4.271,9.138,73,5.935,13.050,9.135,88,-9.474,7.386,15.000,10,-0.331,0.368,0.503,5,-0.336,0.000,0.000,24,3.456,2.000,0.149,7,1.051,1.135,0.000
2015-03-16,76,7.907,4.522,1.000,85,4.600,10.475,5.050,20,3.288,3.000,1.000,44,-5.196,0.000,2.002,4,-1.556,0.000,1.000,5,-0.000,0.000,0.000,13,0.841,1.000,0.606,6,0.295,1.000,0.000
2015-03-17,53,5.936,5.456,1.057,112,6.035,12.001,7.154,38,-0.181,2.000,1.368,44,-0.232,1.736,1.023,5,-0.019,0.000,0.000,6,-0.000,0.000,0.000,6,0.323,1.000,1.027,3,-1.108,0.000,0.000
